damage,enemies,structures_destroyed,danger_percent
340,24,3,78.05
19,38,5,80.34
254,9,2,45.33
316,23,0,53.76
37,0,3,22.46
536,24,8,100.0
385,27,3,84.15
25,35,0,40.48
453,17,3,78.26
322,5,6,71.75
512,1,2,57.61
12,2,5,35.44
559,45,0,100.0
370,7,3,57.25
290,30,2,75.1
331,18,0,46.25
260,5,2,38.25
204,13,3,53.83
386,2,4,57.95
467,0,5,78.68
414,43,1,93.49
68,29,1,46.84
471,45,5,100.0
103,18,4,53.92
160,18,0,38.09
199,8,2,42.1
215,6,4,55.41
211,45,1,75.62
507,36,0,78.87
15,40,8,98.76
497,6,4,71.83
331,8,1,49.25
550,3,3,75.88
600,24,2,91.18
255,11,6,72.64
171,5,0,18.28
497,17,3,82.96
470,39,6,100.0
383,20,4,87.78
588,14,3,87.89
506,2,3,66.87
526,1,1,53.11
324,40,7,100.0
213,39,3,80.39
207,3,1,26.58
168,31,8,100.0
329,1,6,60.71
279,45,2,88.71
304,28,6,93.62
145,1,0,16.86
515,33,0,78.6
89,26,3,59.13
452,38,3,98.46
59,43,3,82.21
310,37,8,100.0
527,17,5,96.96
226,35,2,67.97
473,18,5,89.9
540,26,1,81.72
78,44,1,66.56
432,19,6,97.28
152,20,2,49.77
400,22,6,94.83
278,29,2,69.38
56,24,1,39.91
185,30,3,71.08
397,26,3,82.2
157,33,2,68.08
358,7,8,89.41
439,18,5,90.03
588,40,4,100.0
465,25,5,95.49
445,27,7,100.0
487,3,4,73.39
529,30,3,99.6
72,15,6,59.49
16,9,4,41.34
530,37,3,100.0
325,9,4,65.66
545,44,3,100.0
595,8,7,100.0
201,38,7,100.0
343,35,0,67.47
522,35,2,90.49
399,18,3,75.07
217,18,1,46.94
444,11,4,76.43
221,12,7,78.68
382,24,1,62.81
591,35,8,100.0
6,24,6,72.25
271,27,5,83.43
15,41,7,98.03
423,38,1,89.44
523,29,4,100.0
20,4,3,24.72
227,16,7,85.0
287,17,0,37.32
133,42,2,69.69
282,20,7,88.1
403,21,4,76.25
65,38,3,74.64
436,5,5,65.43
258,15,4,66.01
102,1,2,25.61
566,0,4,70.11
100,29,3,59.63
197,42,0,67.09
225,36,0,61.21
462,22,6,100.0
236,0,3,27.87
25,18,0,19.93
120,45,5,98.35
505,2,0,43.0
181,1,7,64.19
542,36,8,100.0
314,16,2,56.78
272,27,6,91.95
231,17,4,74.18
419,32,2,91.06
441,14,4,80.06
495,21,6,100.0
23,40,6,90.99
108,26,8,95.15
501,36,7,100.0
24,31,3,55.61
186,44,4,100.0
287,18,4,71.54
337,27,1,73.92
36,27,6,75.03
136,9,6,59.7
507,19,8,100.0
226,24,8,100.0
319,20,3,69.55
181,13,4,51.28
85,21,6,73.64
466,25,6,100.0
52,43,7,99.47
234,10,7,74.26
432,6,1,50.02
495,16,8,100.0
99,17,3,46.98
598,6,0,58.96
402,19,0,49.98
395,37,4,100.0
526,10,6,90.55
414,43,4,100.0
462,15,2,74.58
540,26,6,100.0
363,10,0,44.1
129,15,0,26.41
83,22,1,37.43
270,11,0,30.35
243,39,8,100.0
387,2,3,52.09
213,1,6,55.97
165,37,4,84.04
58,23,6,70.56
503,28,6,100.0
122,45,0,61.8
412,33,0,76.14
138,19,2,40.81
228,17,1,40.78
273,13,6,74.73
438,17,2,65.54
561,1,6,84.97
117,0,8,56.99
482,19,0,59.81
394,33,2,83.93
459,40,5,100.0
77,40,8,100.0
411,10,4,69.83
74,26,2,57.67
294,22,7,94.68
20,37,4,75.32
170,43,5,100.0
14,2,1,10.58
210,11,3,44.01
559,29,0,79.88
85,30,3,59.85
148,22,0,37.14
371,0,3,57.12
479,40,1,87.93
150,19,5,68.5
140,5,5,46.19
68,10,7,61.71
259,34,8,100.0
520,3,7,91.97
370,28,0,62.3
418,9,2,54.64
100,28,5,75.36
242,37,0,70.59
511,0,7,82.77
554,39,5,100.0
94,7,0,20.72
225,37,1,74.38
517,16,5,94.29
213,18,7,88.82
66,32,4,65.64
395,14,0,45.73
11,44,1,63.24
236,30,3,75.56
398,20,3,74.75
406,2,6,63.87
479,1,1,44.28
221,34,6,92.78
155,40,6,100.0
427,15,6,90.4
157,44,2,75.85
415,20,5,100.0
325,11,5,75.85
370,27,3,85.72
343,11,0,49.45
261,32,8,100.0
282,19,1,48.78
228,39,8,100.0
279,20,7,95.68
289,38,0,60.48
46,40,6,90.37
213,41,2,70.56
23,35,8,96.24
320,21,4,80.22
273,25,2,65.96
555,6,7,100.0
312,6,2,53.02
362,7,6,75.79
379,25,6,100.0
469,23,6,100.0
115,23,0,40.6
41,39,4,73.64
378,11,0,49.92
205,7,6,67.97
465,8,7,98.19
279,2,6,63.94
117,20,0,28.34
236,30,2,69.72
308,23,2,58.45
455,3,6,77.66
474,19,3,80.98
99,15,2,48.43
260,9,5,65.37
304,42,5,100.0
353,25,4,83.99
285,28,5,83.53
327,4,2,44.3
102,10,4,46.57
62,28,8,86.69
281,44,3,90.03
440,14,1,56.57
292,5,4,55.62
6,14,2,28.45
91,42,2,66.48
189,19,3,58.58
475,33,3,99.26
510,1,4,68.49
461,43,6,100.0
52,15,3,44.04
485,18,6,98.64
489,33,8,100.0
363,13,2,61.78
111,23,4,63.89
408,27,3,84.06
6,31,8,83.4
196,36,4,81.9
366,9,1,54.65
249,44,0,66.69
594,8,6,95.11
239,23,0,46.65
379,35,7,100.0
470,28,8,100.0
454,28,6,100.0
365,22,8,100.0
289,26,5,87.21
402,30,6,100.0
57,42,2,64.5
520,6,8,100.0
303,44,2,89.1
114,3,5,47.11
209,13,3,53.85
40,41,8,100.0
172,41,0,58.13
233,9,8,85.12
589,43,3,100.0
402,33,4,96.25
38,25,0,28.44
118,22,0,38.27
334,8,5,65.13
335,36,0,72.07
538,7,1,65.65
73,13,2,38.36
190,6,6,66.97
323,6,1,36.66
146,8,4,50.33
283,2,8,72.46
212,13,7,77.13
393,16,7,100.0
338,43,1,82.71
21,21,0,31.33
104,45,8,100.0
465,25,3,91.0
458,27,8,100.0
431,44,6,100.0
220,13,5,65.07
378,8,8,96.19
221,25,3,60.56
257,1,0,23.23
366,10,4,68.19
348,16,5,71.58
224,33,5,86.48
235,18,0,33.08
182,38,6,96.25
443,17,7,100.0
5,12,4,41.58
235,4,1,30.78
126,22,1,38.82
103,23,4,66.32
479,28,6,100.0
154,7,6,59.85
256,25,3,73.74
234,14,2,44.55
499,0,8,92.83
288,27,6,96.13
509,45,1,99.04
551,13,0,62.29
568,41,1,100.0
297,33,2,75.96
136,30,4,72.35
375,5,2,51.09
86,4,8,66.83
418,30,3,89.19
198,36,6,100.0
462,14,3,75.89
436,14,2,57.53
309,42,0,69.5
595,4,8,100.0
280,27,0,53.81
322,32,0,64.82
151,10,0,28.64
301,42,4,100.0
277,5,6,67.31
7,22,6,62.49
234,39,0,67.0
560,1,5,80.85
301,14,8,90.57
37,22,5,58.17
135,21,3,66.01
420,8,8,94.83
218,39,2,74.51
347,29,3,84.89
545,15,3,80.9
78,45,3,75.4
272,29,5,90.99
160,44,6,100.0
307,8,8,92.47
373,0,2,44.82
8,37,7,89.43
443,7,7,89.78
112,17,0,32.97
204,26,4,74.26
404,17,4,87.21
196,31,7,100.0
114,31,7,93.77
120,44,1,65.15
64,35,2,59.53
275,35,1,72.42
238,20,0,39.75
301,45,1,89.75
391,31,5,97.08
521,30,0,75.13
368,36,5,100.0
232,15,0,39.54
194,45,1,72.8
11,45,7,93.18
176,13,5,66.53
216,23,8,95.1
10,24,0,25.33
445,45,4,100.0
163,34,6,99.71
550,16,8,100.0
52,45,8,100.0
217,41,3,84.27
359,44,3,96.09
384,3,3,50.85
55,10,2,24.2
117,14,7,75.48
252,29,4,81.36
179,23,6,90.85
414,1,5,63.98
234,42,8,100.0
79,33,2,65.06
21,22,5,64.81
476,30,2,88.62
439,36,1,80.37
569,12,2,79.9
92,32,1,51.97
191,6,1,27.26
102,31,6,88.93
395,6,2,51.71
6,41,7,90.52
566,37,1,96.34
230,43,6,100.0
573,12,2,61.2
239,23,8,95.19
89,27,6,76.41
231,31,8,100.0
456,42,1,95.68
232,17,5,68.35
353,33,4,95.75
332,33,1,67.73
438,37,3,100.0
374,0,3,44.31
291,42,7,100.0
344,41,6,100.0
427,30,4,92.74
129,0,8,69.35
140,15,0,31.46
414,38,3,100.0
92,14,4,54.34
283,32,7,100.0
222,22,2,57.66
462,40,4,100.0
544,33,2,96.57
275,16,6,77.29
139,24,2,55.26
356,41,6,100.0
22,5,1,19.54
269,30,6,100.0
332,4,8,88.15
84,39,4,84.16
30,39,5,81.36
239,29,2,66.49
362,4,4,54.84
388,11,4,77.23
298,6,2,42.1
370,44,7,100.0
98,12,5,55.76
46,3,2,14.92
421,41,0,75.9
479,2,0,40.74
578,11,1,64.12
61,0,4,30.52
108,26,6,83.1
548,42,0,95.14
118,12,0,26.87
597,16,3,88.24
381,7,5,70.11
391,31,8,100.0
51,19,0,27.94
288,16,4,68.58
336,33,8,100.0
203,34,7,100.0
237,34,6,97.57
381,37,1,80.46
135,41,8,100.0
406,23,7,100.0
507,17,8,100.0
361,45,8,100.0
380,38,8,100.0
575,32,2,90.02
253,22,6,89.58
476,24,0,64.09
113,36,8,100.0
19,26,8,77.0
527,0,2,50.37
144,20,4,63.39
207,9,7,70.06
530,30,5,100.0
375,43,8,100.0
503,24,2,90.88
165,19,6,78.75
549,1,5,73.25
180,14,4,64.25
443,27,3,81.09
331,12,4,65.66
502,13,3,75.48
78,1,2,28.14
584,33,6,100.0
395,34,5,100.0
102,36,3,67.08
401,24,8,100.0
223,14,0,32.51
517,11,0,55.43
235,8,8,74.92
426,30,6,100.0
115,13,1,33.25
162,28,4,67.59
225,42,3,92.03
229,37,0,64.94
181,41,8,100.0
248,7,5,59.23
317,2,5,60.98
209,1,3,37.67
391,15,1,55.19
95,18,7,75.38
85,29,7,92.13
414,40,2,98.42
393,15,6,83.71
500,30,6,100.0
581,27,4,100.0
132,3,4,39.56
313,9,7,83.37
220,44,3,91.88
437,17,0,51.96
45,31,0,39.27
191,29,8,100.0
519,35,3,100.0
378,8,0,43.74
333,35,1,80.36
38,28,6,80.21
292,15,1,55.78
161,27,0,44.92
330,20,8,100.0
103,1,4,36.72
160,45,3,86.06
53,34,3,66.71
33,27,0,28.2
241,35,2,75.1
112,30,0,39.45
317,32,4,85.91
22,22,4,57.09
557,40,8,100.0
117,16,7,76.85
211,45,4,96.0
417,0,4,63.79
112,41,6,96.2
43,22,1,28.52
127,26,6,81.26
157,24,0,32.68
393,31,4,88.83
511,18,5,91.45
44,23,0,27.09
107,2,8,60.78
218,11,8,78.47
442,34,0,70.54
314,14,3,67.59
176,16,7,76.07
227,31,1,52.94
266,6,7,72.54
378,18,8,99.34
488,6,8,94.7
289,4,0,30.76
356,39,8,100.0
203,20,3,55.13
212,6,7,71.45
551,36,8,100.0
322,22,2,67.31
593,10,5,82.13
180,9,2,33.74
498,20,0,64.03
319,40,5,100.0
82,32,4,69.65
302,19,2,56.03
261,32,3,73.16
199,39,1,77.25
239,34,3,79.53
294,33,3,85.19
511,35,2,95.91
395,26,5,95.49
137,18,0,32.31
128,42,8,100.0
48,4,2,15.58
292,28,2,71.5
535,9,2,67.35
310,39,6,100.0
536,12,7,100.0
233,28,1,55.51
208,4,0,25.97
93,11,4,49.7
326,12,7,88.74
224,21,2,65.12
10,39,5,88.28
328,14,2,58.8
11,12,5,50.04
34,0,3,26.55
446,37,6,100.0
451,42,0,84.2
219,44,0,73.01
440,0,4,57.77
534,10,8,100.0
594,42,4,100.0
228,39,3,81.12
343,21,7,98.24
79,34,4,78.34
352,43,0,80.09
395,5,6,76.95
289,27,3,76.34
454,30,4,100.0
127,7,5,49.74
542,4,6,88.56
358,41,1,80.14
526,43,0,90.48
312,16,2,54.48
74,37,0,52.2
545,8,3,73.34
195,9,5,58.36
28,19,4,53.8
15,13,3,37.82
422,13,6,87.2
588,25,5,100.0
592,28,2,90.68
404,26,8,100.0
530,24,4,97.76
76,15,0,20.63
228,35,5,90.76
296,33,4,88.77
509,15,7,100.0
572,32,3,100.0
537,2,0,45.14
582,22,1,84.52
325,10,7,75.45
362,17,7,100.0
358,40,4,100.0
323,43,5,100.0
325,28,1,62.53
164,4,8,68.17
572,23,5,100.0
454,28,8,100.0
152,28,2,61.43
126,25,5,69.67
192,39,4,84.44
529,2,8,97.5
9,1,0,5.0
91,24,8,88.09
138,18,4,64.57
480,39,0,85.33
448,1,7,82.54
332,18,6,89.84
339,0,5,64.5
51,26,1,36.38
465,44,4,100.0
474,34,2,90.47
400,40,1,99.14
438,4,0,38.79
597,37,8,100.0
508,3,1,53.21
152,16,0,35.27
513,20,6,100.0
502,30,8,100.0
5,21,5,53.32
499,10,7,94.36
117,33,6,92.61
484,14,8,100.0
600,9,6,92.75
467,37,5,100.0
160,31,0,46.76
269,30,8,100.0
55,36,4,75.47
227,43,1,74.94
148,27,7,91.28
45,30,3,57.35
143,5,2,35.34
339,13,0,52.93
412,22,4,83.79
519,15,2,74.44
343,24,3,77.33
386,38,8,100.0
472,1,6,80.57
274,37,4,94.24
352,40,7,100.0
65,38,5,88.57
78,33,1,53.15
597,39,6,100.0
201,42,0,76.25
557,24,2,85.9
112,35,0,51.98
90,15,0,25.9
140,17,4,57.08
288,12,5,71.73
588,36,2,99.86
410,26,2,79.39
376,33,2,75.65
383,10,0,37.45
151,0,4,45.38
318,12,0,34.82
368,29,2,69.4
559,4,5,77.09
461,17,5,96.74
11,13,2,22.31
155,12,8,74.98
476,31,7,100.0
400,6,2,51.1
176,7,4,46.74
340,6,4,58.48
56,15,4,55.9
447,42,2,94.36
202,30,4,77.75
201,26,4,74.63
329,32,3,80.3
362,28,3,84.01
453,7,1,49.54
355,32,8,100.0
215,40,6,100.0
554,18,0,57.72
22,20,4,56.98
154,40,1,75.1
185,20,5,70.59
248,24,6,84.05
133,41,1,72.36
320,22,5,92.06
389,10,2,55.44
433,32,8,100.0
21,19,3,43.66
599,24,2,83.02
124,25,2,51.76
78,39,1,66.4
50,11,8,68.53
175,31,7,92.54
252,32,4,86.55
245,9,8,79.73
105,3,1,18.23
192,14,5,59.58
315,5,6,66.05
301,26,5,90.73
547,4,2,62.02
267,4,8,75.06
169,17,7,79.9
550,27,7,100.0
454,34,7,100.0
291,21,8,100.0
563,33,0,87.77
140,3,7,60.21
145,17,1,39.08
424,40,3,100.0
313,25,0,56.99
183,41,5,93.14
127,21,0,38.81
286,32,4,88.69
252,42,8,100.0
385,13,0,44.45
229,30,8,100.0
270,9,3,51.3
414,23,2,70.92
197,20,7,83.72
322,7,5,69.74
55,31,6,74.16
202,30,8,100.0
137,33,4,80.84
421,22,1,65.91
56,24,2,47.37
561,6,2,69.43
70,18,3,50.27
593,6,6,91.88
371,7,5,70.06
599,13,2,80.14
513,0,6,83.8
83,12,3,40.19
42,2,7,51.05
132,27,6,83.03
394,37,6,100.0
64,14,8,78.19
289,35,7,100.0
375,2,0,28.09
466,3,6,78.78
212,4,2,33.87
147,25,3,66.93
572,24,5,100.0
470,9,4,79.41
148,7,7,63.46
87,11,1,24.7
323,2,4,56.17
395,26,4,95.07
403,22,2,70.79
81,39,4,69.03
285,32,3,74.44
381,13,4,73.27
269,22,8,94.02
291,30,6,94.82
452,12,0,50.61
23,11,2,18.24
310,34,8,100.0
460,17,3,72.04
207,20,3,54.06
437,44,5,100.0
537,41,2,100.0
335,0,2,41.68
421,37,8,100.0
320,40,4,98.14
496,41,6,100.0
586,8,4,80.82
162,22,5,67.43
540,13,7,99.15
164,10,7,64.04
565,6,1,53.58
294,30,8,100.0
41,23,5,60.62
284,25,6,79.95
386,29,2,76.33
137,33,3,63.7
186,45,5,100.0
430,37,6,100.0
553,4,5,81.76
415,4,4,63.84
425,18,1,60.61
415,37,6,100.0
25,27,4,60.1
370,25,8,100.0
384,41,3,100.0
55,22,1,36.35
252,45,6,100.0
105,29,6,84.2
129,2,0,18.69
375,27,4,86.45
307,32,2,78.73
90,41,8,100.0
392,2,8,87.08
533,4,6,90.32
109,18,8,77.16
560,41,1,98.4
584,0,7,96.04
339,37,0,73.98
564,8,2,71.86
355,4,7,82.09
167,45,7,100.0
556,41,7,100.0
451,33,6,100.0
104,36,1,45.8
149,32,2,62.19
145,24,8,90.52
298,41,1,82.72
166,28,6,84.08
47,24,0,36.96
238,8,2,43.87
6,2,0,0.0
463,14,5,85.78
452,3,3,56.16
370,44,0,83.14
548,37,4,100.0
486,19,3,81.48
210,22,1,48.61
164,36,6,94.71
124,7,7,72.02
336,36,3,88.14
191,44,8,100.0
213,32,2,72.5
573,32,5,100.0
327,6,6,64.44
380,21,6,91.8
577,4,5,85.2
238,45,8,100.0
531,14,0,59.26
81,20,8,82.55
362,24,8,100.0
504,16,3,69.42
201,6,4,57.48
503,18,2,70.97
36,6,6,49.79
588,39,1,99.7
600,44,7,100.0
401,23,8,100.0
175,10,5,59.11
544,40,8,100.0
569,0,5,74.69
466,31,2,90.46
200,39,2,78.42
539,43,1,97.41
546,1,4,64.57
393,14,3,68.25
41,20,5,48.15
596,23,4,96.69
392,16,5,90.1
440,8,3,70.08
505,34,2,96.15
319,19,0,49.55
552,18,4,83.96
214,17,5,67.06
70,19,4,53.22
567,29,4,100.0
235,39,5,96.7
280,0,3,47.1
161,23,3,57.81
190,23,7,86.94
8,18,7,70.7
59,29,2,46.84
224,25,6,83.56
581,41,4,100.0
286,43,4,100.0
168,37,2,69.46
61,28,1,43.73
348,12,2,52.58
441,3,6,73.6
13,44,2,69.28
163,16,1,37.39
419,32,3,93.9
519,4,4,67.87
547,27,6,100.0
559,23,0,71.44
596,16,7,100.0
27,38,2,63.78
445,39,5,100.0
207,43,3,90.65
469,45,4,100.0
103,10,5,52.31
425,11,1,49.89
100,12,2,38.43
540,7,7,93.39
521,0,7,87.09
105,8,0,17.78
276,27,7,99.15
64,1,1,11.26
187,13,7,72.77
316,12,4,59.21
137,1,0,17.78
342,3,7,74.49
104,11,4,47.01
545,9,0,53.86
379,2,3,56.6
109,3,0,20.05
544,5,8,100.0
353,22,1,60.51
316,4,7,71.09
265,2,3,37.33
64,9,8,60.82
332,42,1,80.28
512,18,2,67.2
132,13,1,36.98
591,20,4,98.97
539,42,0,92.51
534,27,2,92.56
495,20,0,59.32
368,35,7,100.0
98,23,3,47.2
316,37,2,85.78
122,16,7,71.22
319,21,8,100.0
592,18,7,100.0
494,44,5,100.0
456,9,2,60.16
521,10,7,100.0
519,37,4,100.0
314,1,4,59.05
541,32,8,100.0
478,42,0,88.96
19,30,6,74.89
559,34,7,100.0
129,36,2,67.32
292,35,7,100.0
131,22,0,38.3
355,35,7,100.0
53,39,6,93.76
386,38,3,97.36
264,25,6,86.28
214,24,6,80.96
459,16,0,56.52
457,14,2,69.99
42,36,6,92.12
585,44,4,100.0
277,3,8,77.86
129,21,6,76.48
349,16,2,61.3
543,21,0,72.68
105,16,4,56.22
0,13,4,37.66
583,13,6,97.18
431,16,0,54.93
305,7,1,43.26
526,33,5,100.0
52,25,7,73.35
519,44,3,100.0
329,29,2,76.89
557,21,2,81.37
324,15,2,57.39
113,29,1,54.6
146,15,0,24.87
165,37,4,81.94
378,23,4,81.75
138,35,4,80.46
298,34,3,87.23
275,5,2,35.08
177,3,2,30.74
353,17,1,58.62
153,5,4,36.82
200,25,3,65.24
114,36,5,79.96
553,26,1,79.37
67,40,1,49.84
444,10,7,98.59
444,37,5,100.0
325,15,2,53.77
358,18,4,77.55
144,42,2,70.75
274,14,1,40.67
508,25,2,89.68
178,40,0,69.47
476,30,6,100.0
413,18,5,91.41
152,23,4,67.18
103,8,5,44.68
74,22,7,74.11
127,3,2,32.96
567,9,2,63.45
344,8,4,72.24
530,18,4,87.71
158,14,0,35.76
537,33,3,100.0
425,41,8,100.0
22,18,7,74.44
46,20,2,46.24
524,33,4,100.0
143,16,4,53.21
584,17,6,100.0
588,16,7,100.0
418,1,8,87.6
84,0,6,42.44
415,42,1,94.43
481,9,7,92.5
455,36,7,100.0
296,4,1,40.58
111,11,5,55.31
229,35,0,60.44
95,30,6,86.98
377,37,1,84.55
155,8,4,44.95
420,43,6,100.0
104,25,8,85.87
329,14,0,37.26
438,15,8,100.0
131,12,4,52.45
381,24,5,94.82
137,29,7,96.39
269,6,1,38.32
549,3,6,89.97
395,42,3,93.19
556,39,8,100.0
463,37,5,100.0
449,29,6,100.0
330,9,5,70.07
252,29,7,100.0
284,38,5,100.0
273,6,6,69.52
19,35,7,91.42
238,34,0,60.56
269,23,3,62.77
417,38,5,100.0
309,35,0,67.86
30,44,3,68.9
103,19,5,69.06
185,31,6,93.14
127,38,5,82.74
209,25,3,62.95
413,25,6,99.78
280,35,1,68.64
252,42,5,100.0
18,34,4,64.33
135,42,1,72.21
222,34,8,100.0
2,11,6,54.84
235,32,2,70.38
464,35,6,100.0
227,13,5,65.16
498,32,6,100.0
520,45,3,100.0
138,44,7,100.0
275,44,7,100.0
290,23,6,88.13
52,14,6,57.01
109,30,7,98.31
3,16,0,19.46
46,11,5,50.01
93,21,1,42.02
559,22,0,66.26
212,25,6,90.35
435,13,5,80.47
507,11,4,87.08
204,3,4,44.67
380,45,8,100.0
72,12,8,62.17
515,17,5,89.4
75,42,2,68.23
76,27,6,69.36
409,37,3,99.02
105,40,4,83.65
550,43,6,100.0
475,18,6,98.54
274,45,7,100.0
87,42,0,48.95
76,37,4,71.39
76,45,8,100.0
441,2,6,76.77
539,18,1,70.99
244,19,0,45.88
577,24,7,100.0
381,10,8,97.27
569,16,4,85.16
141,34,5,85.16
367,13,1,50.23
83,38,4,84.09
142,18,3,53.16
351,2,7,73.3
544,33,7,100.0
151,40,4,88.33
157,21,7,79.97
445,37,5,100.0
302,26,5,86.53
449,20,3,84.33
223,40,2,79.65
42,30,8,94.27
263,26,4,76.27
2,36,3,64.2
267,1,5,60.27
595,8,3,75.26
15,18,5,55.76
333,41,7,100.0
463,35,7,100.0
58,9,5,46.6
176,39,0,56.64
62,44,0,63.05
560,38,2,100.0
306,6,1,41.33
245,3,0,23.95
288,14,0,39.96
331,11,5,78.12
526,5,6,78.04
254,8,7,74.64
509,34,2,90.2
462,7,0,37.51
198,6,4,44.26
270,3,7,70.77
557,12,3,75.56
63,18,1,36.73
229,6,8,76.66
248,9,8,81.34
245,24,2,60.12
586,43,6,100.0
156,34,0,51.61
563,24,7,100.0
87,28,7,90.02
312,11,2,48.66
65,39,4,76.47
19,11,3,35.94
32,5,6,48.83
557,9,6,90.79
72,1,7,55.48
342,44,4,100.0
132,24,4,66.07
54,6,7,55.29
60,39,4,75.97
519,22,0,67.11
271,10,2,41.75
245,35,1,67.94
175,22,4,69.97
316,42,7,100.0
130,6,8,68.08
101,26,8,95.54
309,12,0,46.74
291,16,0,41.22
494,31,0,79.49
360,25,0,49.75
337,21,8,99.13
578,12,0,61.0
9,11,6,48.89
48,6,5,51.7
486,0,8,93.27
320,32,8,100.0
568,13,3,80.42
132,42,8,100.0
582,40,5,100.0
82,16,4,52.78
56,3,8,57.53
375,38,6,100.0
348,0,8,82.69
270,40,4,95.62
482,44,3,100.0
110,23,2,56.26
75,33,4,70.75
157,33,8,100.0
531,23,2,85.69
328,14,0,42.2
121,16,1,37.17
40,12,4,35.52
166,6,2,37.58
22,8,5,54.13
278,43,7,100.0
468,34,5,100.0
399,22,8,100.0
8,38,5,82.24
12,22,4,61.78
51,25,3,55.11
208,0,1,31.71
549,13,5,92.7
401,31,1,77.59
190,9,4,53.31
50,0,0,8.88
392,4,2,47.47
299,2,4,55.59
195,26,6,80.88
416,21,7,100.0
419,17,6,90.37
521,15,6,99.03
355,1,1,34.84
147,12,5,63.19
364,44,4,100.0
363,15,8,92.11
401,7,3,54.55
491,42,6,100.0
228,7,7,68.26
574,9,5,90.81
536,32,2,93.1
267,30,4,86.66
404,11,0,44.6
10,8,7,66.96
319,36,1,82.81
125,8,6,57.34
305,17,8,94.99
510,29,0,88.13
88,31,3,59.42
354,39,6,100.0
351,22,8,100.0
13,10,1,19.53
256,19,1,42.83
208,18,5,72.73
280,35,2,73.52
442,25,3,90.6
388,9,2,49.02
482,23,0,66.4
146,12,5,49.72
278,45,1,74.12
520,33,1,84.34
433,28,6,100.0
143,35,4,85.3
288,6,7,75.58
385,29,1,77.27
13,16,7,64.22
256,12,6,76.3
345,23,7,97.8
344,30,2,73.35
399,26,7,100.0
206,20,5,74.32
171,43,1,72.83
463,0,5,72.65
269,14,4,65.18
220,2,2,41.1
151,5,0,18.78
182,13,6,73.13
398,37,1,81.44
71,32,0,40.45
417,37,0,80.63
282,7,6,69.6
73,25,0,39.17
354,14,8,98.53
496,13,5,84.61
327,19,3,72.76
534,18,3,80.34
579,32,4,100.0
446,35,1,89.31
372,23,4,81.82
361,9,1,50.8
92,33,3,68.05
320,35,4,97.01
323,35,5,96.99
383,15,5,82.0
574,14,8,100.0
345,17,3,74.35
102,6,4,33.3
214,21,5,73.4
191,31,3,68.25
193,42,5,100.0
379,18,1,66.12
402,39,6,100.0
599,0,2,72.77
10,34,3,55.59
186,4,8,66.48
14,11,4,36.75
296,11,8,89.36
410,20,5,85.19
584,18,7,100.0
51,8,4,42.16
27,42,4,73.6
576,35,2,96.55
16,41,6,87.89
350,31,1,70.48
427,34,2,92.0
228,30,1,57.14
209,31,7,96.54
430,36,3,99.43
293,31,7,100.0
581,42,7,100.0
103,36,7,98.82
203,38,7,100.0
52,37,7,96.36
374,29,8,100.0
53,31,1,46.84
275,44,8,100.0
334,1,7,76.99
30,10,0,15.25
134,19,4,62.63
57,36,1,43.0
104,8,4,43.73
265,37,7,100.0
521,18,8,100.0
495,39,8,100.0
252,6,0,28.3
294,4,6,65.59
157,41,7,100.0
548,23,2,80.73
66,40,5,85.38
298,6,2,41.73
462,10,8,100.0
100,8,2,36.48
55,29,1,49.95
331,40,8,100.0
392,2,7,82.72
380,21,7,100.0
91,39,1,65.47
446,19,5,92.27
108,31,4,71.81
316,6,1,39.92
167,6,4,39.34
434,19,3,73.95
441,24,8,100.0
217,44,0,74.72
221,34,5,88.78
527,43,6,100.0
277,23,5,75.86
568,39,4,100.0
573,12,3,84.19
465,38,4,100.0
583,3,8,100.0
29,11,4,47.73
358,16,7,90.12
287,0,6,58.31
85,16,3,49.75
233,1,4,49.82
312,5,6,65.19
364,43,5,100.0
268,10,2,53.2
130,42,2,75.45
350,17,1,58.05
179,39,2,69.48
479,24,0,69.75
162,38,8,100.0
95,27,1,38.58
509,45,2,100.0
364,15,4,78.86
352,11,3,59.84
435,40,4,100.0
82,28,5,79.5
224,22,4,69.54
411,20,0,56.62
117,15,5,66.64
481,40,8,100.0
191,44,2,78.46
590,25,1,86.96
589,36,5,100.0
106,21,2,46.1
381,9,3,55.5
389,6,5,71.56
243,8,5,61.81
584,24,1,85.89
467,45,2,100.0
537,14,8,100.0
209,12,1,39.2
72,41,2,67.67
308,45,8,100.0
589,25,3,92.17
185,20,0,29.4
252,22,1,57.71
12,43,2,68.26
298,27,8,100.0
75,37,8,100.0
50,11,5,46.77
148,23,5,69.12
121,12,2,33.7
210,39,4,91.87
279,1,3,36.69
537,38,8,100.0
155,11,8,78.76
237,38,0,59.74
375,13,7,88.46
81,29,8,84.43
491,40,4,100.0
355,42,3,95.55
272,18,3,58.46
579,30,1,83.64
43,42,8,100.0
572,42,4,100.0
122,24,2,59.33
348,3,5,54.4
329,12,8,90.92
408,35,8,100.0
322,41,4,97.86
110,36,7,98.35
88,2,3,25.74
432,15,4,84.68
98,25,6,72.36
538,39,6,100.0
600,38,6,100.0
145,18,7,80.25
256,45,4,100.0
188,14,0,34.85
239,31,8,100.0
502,20,8,100.0
270,0,6,58.64
519,5,5,78.48
549,26,4,100.0
113,22,4,64.2
338,30,2,83.61
567,11,0,61.92
